title,artist,top10,peak_rank,ar1_coef,ma1_coef,ar1_manual,model_aic,mean_streams,std_streams,trend_slope,peak_day,volatility,early_late_ratio,danceability,energy,valence,tempo,acousticness,loudness,speechiness
Just Friends,Audrey Mika,0,69,-0.430167282980327,-0.9998593712031104,-0.2413522541273655,383.7218118036366,43138.666666666664,2804.7833688240066,107.35974025973965,1,3830.3844908181213,0.9710661910424098,0.868,0.656,0.793,114.991,0.0879,-6.579,0.0351
Just You and I,Tom Walker,1,5,-0.7829135308478751,-0.3546121755564134,-0.906239108614176,474.4684270934811,36995.47619047619,31358.518544361308,1288.8779220779234,20,56509.82940894,0.5972655444421531,0.567,0.696,0.544,92.061,0.456,-5.416,0.301
Just You and I - Acoustic,Tom Walker,0,111,-0.15781776527416028,-0.8551158948090419,-0.5343389238821415,428.2576547199755,10920.2,14078.704956777807,-746.5503759398498,16,21613.55010313997,1.0,0.477,0.52,0.383,171.895,0.679,-7.582,0.395
Just the Way You Are,Bruno Mars,0,26,-0.25068574822252404,-0.9979647920344259,-0.512557554946603,352.4646661281496,2549.904761904762,1241.4813311893215,18.65584415584418,18,1953.149292808924,0.775410605349601,0.635,0.841,0.424,109.021,0.0134,-5.379,0.0422
Já Que Me Ensinou a Beber,Os Barões Da Pisadinha,0,111,-0.11276175728879155,-0.9253423941540018,-0.5929495509187848,436.5569042506057,85636.76190476191,14997.082227028799,1923.522077922077,19,14525.208586798331,0.734163116339261,0.792,0.867,0.975,171.956,0.415,-6.158,0.0783
KESI,Camilo,0,21,0.16792128182767554,-0.9896507243017394,-0.41991566308037975,458.4258686068249,13903.952380952382,16360.379112722852,-364.4376623376628,2,23289.67770944888,1.4312981895025416,0.889,0.756,0.918,122.905,0.132,-4.23,0.056
KOODA,6ix9ine,0,66,-0.732763412537012,-0.9074221710511693,-0.87879178801351,526.0191433966588,153549.2857142857,128939.7184701303,-60.56883116882982,9,242994.1740514369,0.9446398701910074,0.885,0.641,0.201,91.167,0.175,-4.455,0.351
Kaam 25 - Sacred Games,DIVINE,0,55,0.7267382245824376,-0.9993211885736091,-0.03365144353190834,334.02555632822884,5954.238095238095,1055.4693789861096,62.76753246753261,20,873.405797725204,0.9139367752744587,0.484,0.948,0.686,125.645,0.0473,-4.296,0.451
Kaikai Kitan,Eve,1,7,-0.32508365201498796,-0.6861844621076142,-0.6334029936791513,519.4541080831043,53582.71428571428,74225.5901079321,-520.1220779220793,3,123778.35974970544,0.9815898265600137,0.584,0.911,0.606,92.502,0.0119,-3.515,0.09
"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,1,4,0.48642302442986446,-0.42479820140020774,0.23292402187252023,413.6899610326712,49776.76190476191,26854.85409860937,4185.753246753247,20,6160.27433216249,0.24122678053208219,0.385,0.464,0.15,137.839,0.452,-6.975,0.0404
Kalla Sohna Nai,Akhil,0,51,0.5652536642082276,-0.994047474584592,0.05495960334660119,359.89797621108147,24937.571428571428,3761.7860571989013,552.1701298701303,20,1743.8493226193598,0.7214482305698573,0.802,0.499,0.763,92.055,0.454,-5.881,0.0345
Kan man älska nån på avstånd,Albin Lee Meldau,0,33,-0.08814737861304388,0.9967472694176773,0.5136680531947295,241.93957243374916,33565.61538461538,9177.291812180605,-2009.0769230769215,0,4823.675465866251,1.0,0.564,0.114,0.473,133.52,0.914,-12.714,0.0379
Karşıyım,Sezen Aksu,0,52,0.2643955219175246,-0.9968341199938406,-0.2908625605550771,380.9391780045311,48932.619047619046,3023.2523401162102,-271.19610389610415,1,3250.1021872396564,1.1110701503770948,0.702,0.874,0.825,150.021,0.309,-5.881,0.0909
Kashmir-Kashmir,Cesare Cremonini,0,75,-0.109419779818417,-0.9999999278789288,-0.1801087254305471,191.5156037088721,28676.8,5434.06422118841,-102.58181818181873,0,7991.3243760937785,1.0,0.7,0.884,0.948,122.98,0.017,-4.672,0.0404
Kasoor,Prateek Kuhad,1,6,0.5409286382303369,-0.9999999485803323,-0.035736470785891365,436.47337618041934,72617.47619047618,12543.147446653122,-1186.211688311688,1,11341.57068608665,1.2974520500973725,0.558,0.497,0.444,107.047,0.0285,-7.175,0.0256
"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")",Palak Muchhal,0,37,0.7082891244859972,-0.9999910712687048,-0.012302808555076004,375.7589101722912,34724.380952380954,7261.776992786995,-1119.996103896104,1,2474.9055113276545,1.6083393437653528,0.531,0.431,0.19,107.99,0.868,-8.937,0.037
Kedi,Melek Mosso,0,75,-0.586934552617732,0.11667257042815705,-0.5077984784400774,338.26149266939484,9727.285714285714,1111.077904038928,-91.72337662337671,5,1083.5128102611432,1.1625915353109098,0.824,0.703,0.645,124.031,0.192,-5.242,0.173
Keep Ya Head Up,2Pac,0,76,-0.1140985651640821,-0.9999496919918558,-0.46865743210194977,320.93060577993845,97683.33333333333,211098.44710716265,-11391.006993006995,2,330067.0995072927,1.0,0.598,0.732,0.595,172.329,0.144,-7.013,0.425
Kendimce,Sezen Aksu,0,51,0.6861305538637358,-0.999480364893878,-0.1594638915179805,404.8246770835464,43266.80952380953,5966.113384448856,262.6636363636367,7,5170.539129529918,0.8572218231888759,0.776,0.513,0.903,127.989,0.405,-6.596,0.0358
Kerala,Bonobo,0,64,-0.03468209480044861,-0.8086610089521964,-0.4878220607942725,247.066252694327,7139.916666666667,10153.481541309966,618.3951048951049,8,15841.756392625972,1.0,0.529,0.739,0.138,124.75,0.0237,-9.578,0.0718
Khaab,Akhil,0,92,0.3655972097451803,-0.994743161388106,-0.2955632046931996,309.9137957633761,5501.428571428572,730.1366846223333,95.62207792207793,14,531.9464517223515,0.7740973200009547,0.662,0.661,0.222,80.009,0.417,-5.689,0.0514
Khatam Hue Waande,Emiway Bantai,0,41,0.5333946453009626,-0.9999720306806,0.1522303729891464,359.57322447756576,49137.90476190476,5475.144554775848,863.9181818181812,20,1714.8166512779144,0.7923798586201833,0.756,0.903,0.729,99.995,0.232,-2.088,0.14
Kick It,BLACKPINK,1,3,-0.036424814813844686,-0.8842309276558041,-0.49118365383964263,555.1996629913604,68089.47619047618,183871.8244918555,5780.607792207791,15,275234.9099390328,0.09117758618922162,0.765,0.787,0.381,124.949,0.0156,-3.647,0.0445
Kick It,NCT 127,1,1,-0.12280897431231423,-0.965661759174106,-0.42122123360042574,474.44018926689125,30675.904761904763,25370.417538664355,368.01948051948114,8,38861.42244167087,0.7771569893765081,0.681,0.847,0.507,167.031,0.0306,-2.462,0.0869
Kickstart My Heart,Mötley Crüe,0,82,0.09854332920993988,-0.8322628896245552,-0.34388457467753264,444.3268439395075,17137.619047619046,11498.925020052095,485.27142857142866,14,16127.104041333647,0.666403725461704,0.363,0.982,0.275,179.23,0.00123,-3.621,0.3
Kids,MGMT,0,90,-0.5207292967299121,-0.7828806757112171,-0.7557121358958022,467.63919425053405,31147.428571428572,23329.342881712655,466.0584415584414,14,41041.81596917344,0.7724177378587496,0.451,0.931,0.172,122.961,0.00076,-3.871,0.0719
Kids,OneRepublic,0,118,0.2945853143906826,-0.9999866868746843,-0.1476451739313908,353.2276119406161,9467.57142857143,1287.9248932341686,45.853246753246744,3,1518.1342455461572,0.9485618245883028,0.596,0.732,0.228,99.98,0.0153,-6.189,0.0401
Kids - Seeb Remix,OneRepublic,0,119,0.16801201679945668,-0.9968756638206664,-0.29264066668301464,337.33948365942604,10398.52380952381,852.7833766721445,31.766233766234002,20,1061.8500494420105,1.004309332744023,0.634,0.853,0.443,102.074,0.13,-2.798,0.0537
Kilby Girl,The Backseat Lovers,0,173,-0.40599647212909895,0.9713304186694544,0.043487823354627406,188.06584587605013,208540.3,6013.836862602776,-1053.7999999999915,0,5897.988809755407,1.0,0.329,0.444,0.225,162.279,0.0578,-9.973,0.0417
Kill This Love,BLACKPINK,1,1,-0.15749751490376546,-0.6492870219572873,-0.560668620733708,519.233866793813,41437.47619047619,65545.39259505513,-1417.9558441558434,2,97400.41836172984,2.0428857080266796,0.738,0.861,0.58,131.98,0.318,-4.141,0.237
Kills You Slowly,The Chainsmokers,0,19,0.07488011841475839,-0.9045185023643659,-0.44570616532395935,533.0570013619811,40280.57142857143,105475.14932215367,1801.6675324675327,14,151943.0425786584,0.2586616267316399,0.696,0.439,0.229,149.923,0.0636,-8.77,0.055
Kina Chir,The PropheC,0,12,-0.6109130107871246,0.9731788635240969,0.4687926705637278,411.2057523652161,103607.33333333333,34681.52598160436,5533.211688311689,20,6198.829851471969,0.46820118881249917,0.622,0.431,0.365,117.919,0.0955,-8.26,0.0293
Kings & Queens,Ava Max,1,4,-0.8442059706435225,0.24348806222450453,-0.8061656598860424,473.01143698784176,21348.14285714286,25138.967219922815,285.44155844155836,20,37900.03321581658,1.0415106117353308,0.637,0.69,0.457,129.857,0.00786,-4.057,0.0405
Kingslayer (feat. BABYMETAL),Bring Me The Horizon,0,32,0.35411485049677743,-0.8982484842260661,-0.23080372102491112,487.27226909365686,20997.95238095238,33680.22777673825,135.14155844155812,9,42715.22889193033,0.8759465456680299,0.434,0.929,0.428,92.541,0.000207,-2.749,0.147
Kiss Me More (feat. SZA),Doja Cat,1,1,-0.4502339336256236,-0.41526719270360535,-0.42302056284162565,485.61708601184847,31609.52380952381,32536.604537364703,-2247.416883116883,0,42889.52524320478,1.816530137379275,0.762,0.701,0.742,110.968,0.235,-3.541,0.0286
Knockin' On Heaven's Door,Guns N' Roses,0,22,-0.06283845549284946,-0.9991438907128705,-0.4487979505692378,329.5517702447097,5211.764705882353,5083.740812681055,-211.2254901960781,9,7646.783533116636,1.0,0.496,0.739,0.378,132.41,0.0211,-7.193,0.0415
Knockout,Tungevaag,0,18,0.3193862486911864,-0.9976222519809541,-0.15240220121823492,388.0828021782028,20368.47619047619,3912.3608950661273,403.58571428571435,20,3709.3625328349885,0.7707375048181935,0.643,0.609,0.462,94.996,0.299,-4.304,0.0397
Ko Ko Bop,EXO,1,10,-0.21422628076092634,-0.942514733412253,-0.5785455373279448,454.37100129334516,19356.428571428572,15298.494583801774,-210.0337662337661,1,24505.29030760501,0.8844089309252994,0.749,0.85,0.672,145.983,0.0319,-4.346,0.0468
Konu Kilit,Norm Ender,1,5,-0.9999999993965195,0.9999797853473089,-0.24431592742103334,470.6717792610911,46477.619047619046,24074.58085374378,-2785.4129870129877,1,24830.63193517233,2.3852210453886418,0.876,0.721,0.568,77.003,0.0216,-4.525,0.116
Kotak Hati,Hujan,0,159,-0.6854671848461135,0.3498621005929228,-0.4174171206198123,300.04052115769963,6276.333333333333,450.64729459632184,40.10519480519495,16,396.79509510577367,0.9045090009384865,0.458,0.386,0.28,149.9,0.412,-8.346,0.025
Kovdum,Ceylan Ertem,0,89,0.18596212693351996,-0.32350433677946255,-0.0525027300064451,331.48441411488557,10131.42857142857,1740.5485060867497,243.32467532467524,12,794.0111759289033,0.6959532066624334,0.483,0.49,0.247,77.141,0.819,-7.935,0.04
Krvn,UZI,1,1,0.2142170974264925,-0.63755337963595,-0.23760321467912654,440.5748060808861,121835.09523809524,16932.505031967252,1959.9961038961055,19,12951.799112092498,0.8077051421874237,0.966,0.582,0.186,115.05,0.138,-6.225,0.0837
Kunteper,Şehinşah,0,35,0.5581372019056894,-0.3208423340257516,0.22547923904545117,423.80111822162417,49317.380952380954,14863.483820539741,1170.967532467532,11,8189.7950601648145,0.6738926602407831,0.875,0.688,0.696,150.043,0.61,-6.289,0.283
Kural Ne Bilmiyorum,Istanbul Trip,1,4,-0.9996311254044845,0.9997171648799739,0.08289818441489702,404.6294241661311,57633.71428571428,13328.050720702013,-1775.9363636363632,0,4898.02426596684,1.4904095642562103,0.747,0.643,0.429,119.918,0.0524,-6.046,0.29
Kuta ubud,PNL,0,11,0.0732164886936386,-0.999958772050776,-0.3020347313139983,568.9000460265551,180143.33333333334,260586.13421456036,-11697.389610389604,3,360627.78926581284,2.768970637856993,0.757,0.618,0.316,101.031,0.378,-8.037,0.172
Kuytu Köşelerde,Şanışer,0,30,0.5500583899335145,-0.9999975429231234,0.05797062794858492,378.86585840232186,44708.75,13076.618277960859,-2131.530075187971,1,4586.093623745788,1.0,0.697,0.376,0.14,126.034,0.565,-10.987,0.0821
Kya Baat Ay,Harrdy Sandhu,0,37,-0.9042710381982944,0.999813945447885,0.05382745886645009,335.1568868032975,10077.0,1787.4878620966513,233.13766233766233,12,874.1526697322385,0.708154120713341,0.849,0.592,0.652,89.966,0.632,-4.309,0.102
Kölsche Jung - Party Edit,Brings,0,26,-0.3318323750611513,-0.8970039186319685,-0.644302348774295,476.90758354189103,86827.85714285714,37909.71284171771,4397.293506493506,13,46281.87331934069,0.4639092394962023,0.586,0.992,0.375,138.059,0.0128,-3.507,0.134
Küçük Bir Yol,Hadise,1,4,0.33266977459832875,0.9999999998773688,0.060419300717224025,459.56717547495685,161001.14285714287,20379.475030122863,-333.9155844155782,2,22392.491282793882,1.0575637521649661,0.561,0.658,0.417,112.014,0.0123,-6.023,0.028
K歌之王,Eason Chan,0,91,0.22236372847422023,-0.9953586729294444,-0.42719340660534705,327.14879901492077,3455.9523809523807,704.4971510429722,-43.41168831168832,6,853.175742447006,1.1670014609203798,0.346,0.349,0.271,78.634,0.754,-9.428,0.0355
L'aventurier,Indochine,0,38,0.053715639710657924,-0.7733983961508138,-0.45812295026011757,479.87489576466646,53465.380952380954,28960.372928202938,94.21818181818163,11,39180.689403422955,0.9938000114939809,0.556,0.909,0.633,167.101,0.254,-9.982,0.0444
L'ultima notte,ARIETE,0,11,0.7032871507380752,-0.9999994610838108,0.04576717092844675,416.7926014368867,51709.57142857143,9712.501465692989,-1176.2493506493506,0,6856.35003919724,1.3132208253198687,0.618,0.687,0.398,94.037,0.268,-5.603,0.0446
LA DI DA,EVERGLOW,0,26,-0.12539041879690085,-0.8427867690994661,-0.5468474772903298,436.3361477390528,11971.285714285714,9633.98035795252,111.54935064935077,9,14798.241264673989,0.9062639466751127,0.477,0.85,0.601,163.845,0.00108,-1.486,0.0911
LA Strip Joint,Mwuana,0,40,0.22482553393349042,0.9999999418544175,0.27607646116512125,311.4078360134875,28106.75,11938.702371384421,-2010.7499999999984,0,7468.597221849777,1.0,0.756,0.694,0.702,151.932,0.266,-4.861,0.147
LALISA,LISA,1,1,0.09590807694305685,-0.9323201071171574,-0.3723091665646077,529.3373239685409,55096.80952380953,95933.08856976901,1799.224675324676,7,136379.38509300994,0.22434642900324406,0.804,0.652,0.854,150.076,0.0267,-6.282,0.0898
LIKEY,TWICE,1,5,-0.8673130092504864,0.9998073500833805,-0.03988048870966905,356.0428608536855,13510.095238095239,1684.0867782403586,22.85064935064956,5,1468.9294877563045,1.0106445185602286,0.723,0.903,0.443,132.006,0.413,-1.262,0.033
LILAC,IU,1,1,-0.17372438870701173,-0.8912045838210153,-0.5665228191610748,468.22259077897434,35452.09523809524,21695.175776907865,825.6285714285718,12,33613.983994909024,0.7237656818720758,0.738,0.89,0.75,114.942,0.0895,-2.275,0.0748
LO$ER=LO♡ER,TOMORROW X TOGETHER,0,13,-0.033082740679529044,-0.874143564450559,-0.5371605735557113,554.0715121202958,55947.666666666664,179317.63202082377,6476.444155844154,15,266202.28767722397,0.039312018756660155,0.644,0.867,0.687,124.997,0.001,-4.18,0.0383
LOCO,ITZY,1,6,-0.04014162223118327,-0.8945410049122147,-0.5394657264306116,558.0826227124211,64362.95238095238,197169.0552861333,4760.001298701297,14,296742.2109698754,0.09638584543387778,0.759,0.886,0.489,102.065,0.0103,-3.067,0.187
LOSER,Kenshi Yonezu,0,22,-0.9999999973604704,0.999999997694969,0.046723333784305585,466.4322382003114,74463.71428571429,27959.099217629035,-130.94805194805028,5,22923.080823211785,1.163000517374452,0.679,0.931,0.962,121.001,0.00466,-3.74,0.0474
LOVE SCENARIO,iKON,1,3,-0.023017314346816167,-0.9705600288468176,-0.40815743492865797,422.4191635866482,8787.904761904761,6864.380178065966,-26.63246753246764,15,10273.113639374384,1.042682142627484,0.806,0.707,0.746,118.009,0.331,-4.623,0.0307
La Belgique Afrique,Roméo Elvis,0,22,-0.489497983102909,-0.9999999923773958,-0.5673700821088693,465.28985804261663,24227.380952380954,27517.879482042372,-2501.7662337662327,1,40437.659517181506,6.886487374448512,0.619,0.78,0.79,83.531,0.243,-8.108,0.377
La Chica De Humo - MTV Unplugged,Emmanuel,0,111,0.3412004595595508,-0.9250361099115587,-0.11246323366111156,408.96366897728814,55086.23809523809,11096.688368735713,1628.628571428571,20,6097.6184523139855,0.6190650260561158,0.769,0.728,0.272,102.059,0.0895,-5.962,0.0498
La Cintura,Alvaro Soler,1,3,-0.12360998901726214,-0.9999999988924015,-0.5969778043332823,458.3319422642931,21338.0,16661.302804488525,71.43506493506517,3,25370.755339366624,1.1227657089465077,0.707,0.843,0.766,100.021,0.0268,-4.036,0.0779
La Câlin,Serhat Durmus,0,12,0.28536277115377257,0.03246177360555404,0.3655070104405704,366.63905189712494,15537.380952380952,4561.561235201642,587.5337662337661,14,1997.6800363171274,0.5808034368405186,0.598,0.439,0.0673,147.84,0.0879,-10.987,0.0429
La Difícil,Bad Bunny,1,1,-0.18813692978242952,-0.9545647461266831,-0.517870445171898,582.6132586972959,226289.42857142858,389267.5373610058,-15086.218181818183,9,616515.8243294246,2.033544230566412,0.685,0.848,0.761,179.87,0.0861,-4.561,0.0858
La Increíble Historia del Hombre Que Podía Volar Pero No Sabía Cómo,IZAL,0,80,-0.6009551406944381,0.9999999749056071,0.09383193623664483,188.95457810923568,28802.5,7209.219919658437,-2011.4969696969702,0,5970.978344883,1.0,0.548,0.838,0.438,156.914,0.0761,-5.683,0.161
La Llamada,Leiva,0,13,0.21622500220851762,-0.9999989002430468,-0.3652326277618242,410.2914818299094,29875.809523809523,5237.46846899519,92.51428571428566,1,6750.994214928643,0.9657669608533217,0.623,0.488,0.169,114.019,0.5,-8.246,0.029
La Nuova Stella Di Broadway,Cesare Cremonini,0,155,0.14238373185300615,-0.9912423964945015,-0.3213442685957381,376.91945635893984,36150.619047619046,2523.095556693923,191.91428571428534,17,3073.8152429025395,0.9147518434166912,0.473,0.565,0.294,139.887,0.66,-7.988,0.0341
La Quiero A Morir,DLG,0,61,-0.6874573820925383,-0.13048923013555733,-0.34481026496014233,360.5321226643659,11003.52380952381,1815.5445101899113,125.38571428571444,7,1937.6721929934383,0.8832788381111704,0.719,0.902,0.929,99.644,0.307,-2.525,0.0492
La Vida Es Un Carnaval,Celia Cruz,0,79,0.2374145333206735,-0.8053696792354494,-0.3729250370362111,247.9227146549786,7782.25,10535.426000918678,698.6818181818181,7,14331.173073160919,1.0,0.813,0.701,0.855,104.019,0.489,-6.508,0.0701
La Zona,Bad Bunny,0,11,-0.08897795278511257,-0.9003900940208835,-0.5382392001485842,598.5594356078632,235277.85714285713,550433.7291265157,-11516.236363636355,10,844515.0509731768,6.72245409266386,0.762,0.801,0.81,93.992,0.2,-3.661,0.0409
La flaca,Jarabe De Palo,0,17,-0.11415266062156963,-0.9295164016212059,-0.5580332209487097,425.7107346139196,32362.85714285714,7425.665820945198,262.2129870129874,7,11350.755635088793,0.7988375313663968,0.871,0.481,0.664,103.063,0.52,-9.068,0.0383
La gloire ou l'asile,Columbine,0,47,-0.999999998041496,0.9999978811191919,-0.20156892635397552,481.8958707217513,50998.52380952381,21480.187472842987,-2063.8831168831152,1,23627.661861470762,1.9178110812005305,0.674,0.584,0.689,150.066,0.55,-7.193,0.136
La promesa,Melendi,0,116,0.9999991774189343,-0.9999990492217552,0.005470544727238504,385.0248046742425,2143.7619047619046,2923.8493529162465,-178.52727272727284,0,3000.8938214305417,2.349217154526889,0.584,0.73,0.414,153.929,0.0674,-5.095,0.0355
La vie qu'on mène,Ninho,1,2,-0.2673357357311035,-0.9999999999999114,-0.42310537900672934,573.7796078690054,287077.90476190473,320607.94882637827,-12740.293506493503,2,501980.7459967837,1.8356934508582754,0.8,0.756,0.456,113.204,0.687,-4.4,0.0367
Laal Bindi,Akull,0,62,0.7967326575811324,-0.9995703638681744,-0.0009602467697429074,397.4952918022256,6825.619047619048,5687.447159157492,516.2298701298702,20,4187.681475470645,0.4251099538598527,0.746,0.599,0.283,141.95,0.407,-6.428,0.0463
Laare,Maninder Buttar,0,54,0.7936772054740723,-0.9976421288456598,0.2198390719343876,363.33947638255756,30392.04761904762,4080.566119409816,564.0,18,1794.3269065306913,0.7939847333412319,0.384,0.658,0.67,82.43,0.201,-5.125,0.05
Lamento Boliviano,Los Enanitos Verdes,0,61,-0.2105992654834416,-0.9577412413500431,-0.5677154355330521,458.69611661993343,12678.952380952382,17241.03849064283,-89.28961038961016,6,27858.037851713463,1.0354976093856725,0.714,0.734,0.68,123.57,0.176,-7.125,0.0306
Las Avispas,Juan Luis Guerra 4.40,0,61,-0.036370470151770355,-0.8017523944434295,-0.49179955839723516,219.22141446171935,15893.1,23396.358197163936,-1875.4969696969688,5,37059.577717740984,1.0,0.799,0.812,0.962,130.085,0.516,-9.434,0.0516
Last Christmas,Carly Rae Jepsen,0,62,-0.26255155917362877,-0.980316903342022,-0.38941897653372726,454.2808116801867,19392.571428571428,16292.898533589727,-678.3194805194805,6,24701.30370020983,1.6653051962786476,0.723,0.645,0.516,106.004,0.393,-4.94,0.0326
Last Christmas,Wham!,1,1,-0.28172021207255304,-0.9991777464031825,-0.8117445426062161,406.3916882132273,7375.666666666667,5324.123413951269,373.1610389610391,8,7995.145578880975,0.46729103188755816,0.735,0.478,0.947,107.682,0.189,-12.472,0.0293
Last Dance,Wu Bai,0,17,-0.8687427430496848,0.9993937502956852,0.14293842342630694,338.7928744488647,7476.0952380952385,1196.987882532528,73.887012987013,7,956.8963109971738,0.8079276646269066,0.463,0.62,0.492,151.311,0.0158,-7.27,0.0289
Last Hurrah,Bebe Rexha,1,7,-0.12929642203975347,-0.9999999999944227,-0.5008691374032577,549.5965351239793,24039.428571428572,60464.99776893471,-3115.6077922077916,2,90587.5338010148,5.8104816955684,0.552,0.618,0.402,84.26,0.175,-4.585,0.0309
Last Hurrah - David Guetta Remix,Bebe Rexha,0,69,-0.816033833026194,0.2738240174561751,-0.6835152589958582,415.85828173929167,20828.904761904763,6547.957361649304,-594.1506493506495,2,8274.234779573275,1.4800651524748891,0.682,0.711,0.597,91.033,0.105,-6.956,0.0534
Last Nite,The Strokes,0,102,-0.426498185569023,-0.6373666743742961,-0.7402053612512428,456.8529255867916,17320.333333333332,18173.298391120377,1283.0181818181818,15,27610.719963946973,0.3563148103043525,0.624,0.91,0.767,104.042,0.0285,-5.703,0.0297
"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",Skylar Grey,0,13,0.12778772262409294,-0.8782011822803562,-0.3766310183260731,538.4574159836536,49696.19047619047,123644.67950720689,5224.115584415584,17,170497.31523663356,0.2302332298837082,0.664,0.692,0.233,154.924,0.237,-4.128,0.127
Last Resort,Papa Roach,0,61,-0.10117012725649682,-0.9991747673035597,-0.5632801852688463,439.86128557896524,10179.761904761905,11150.789580861257,494.9025974025975,10,16311.140034957702,0.5324182699827936,0.589,0.89,0.692,90.598,0.000481,-3.719,0.0603
Last Train Home,John Mayer,0,18,-0.06054695588936191,-0.9321585536646018,-0.5113045533511466,581.7597532188626,135710.95238095237,362545.44876699854,3866.2064935064964,16,554827.3049003626,0.5116069588800776,0.591,0.831,0.678,93.007,0.235,-6.612,0.0355
Latest Trends,A1 x J1,1,3,-0.1372674651486373,-0.9393163785981486,-0.6918809307395489,503.9769018802019,40440.57142857143,53453.228388022,1585.6701298701296,7,82720.83700682675,0.5129936000750319,0.716,0.513,0.8,141.894,0.085,-10.159,0.223
Latest Trends (feat. Aitch) - Remix,A1 x J1,0,21,-0.5342925737860222,-0.9458003203205049,-0.7183584432825293,508.77802403354656,74572.09523809524,69312.20192234743,-997.6688311688279,1,123052.23663038392,1.0931445849005645,0.654,0.491,0.807,142.037,0.0809,-11.715,0.252
"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",Calle 13,0,39,0.6565445071587955,-0.976041565994003,-0.10910945397006952,362.71492712077844,6229.9047619047615,4865.660576743158,738.4753246753245,18,1825.2007670390672,0.14645543789318619,0.691,0.805,0.866,142.503,0.59,-6.81,0.0947
Lay All Your Love On Me,ABBA,0,45,-0.09444051933178658,-0.9462720416074761,-0.4705480010134201,454.71592835867864,22220.380952380954,15260.149882170354,288.26753246753276,5,23630.906784124894,0.9312155669039773,0.678,0.727,0.71,133.481,0.117,-7.844,0.0258
Le monde est méchant,Niska,0,20,-0.42997138634472126,-0.9996211864208899,-0.5915119000807664,491.5549931603637,49390.76190476191,43055.03908775455,620.5831168831174,4,74756.77744632923,0.6717815689665426,0.938,0.571,0.783,135.023,0.08,-8.507,0.314
Lean On Me,Sandro Cavazza,0,40,-0.1920563491009638,0.9999999986733981,0.11689160150856165,407.27834829849894,20037.571428571428,6069.824682267964,-97.67272727272756,0,6078.359420723655,0.9977778376340032,0.799,0.419,0.716,156.055,0.412,-7.99,0.174
Lean on Me,Bill Withers,0,41,-0.02723243880065063,-0.9233735296786063,-0.4532419376471292,561.3653845459331,126189.71428571429,212842.79590639588,-854.7233766233768,15,320733.72963214753,0.9962060582441392,0.619,0.22,0.426,75.143,0.782,-13.843,0.0672
Learn to Fly,Foo Fighters,0,30,0.04405113093425701,-0.9804070246645221,-0.4725364952779119,440.3841181037295,6063.380952380952,10859.533798974328,121.18831168831177,8,15736.46669872243,0.3345645761190201,0.465,0.919,0.537,135.997,1.83e-05,-4.025,0.0408
Leave Before You Love Me (with Jonas Brothers),Marshmello,0,12,-0.11932941926995264,-0.9999999999482638,-0.5121818483302146,521.0794738565776,35884.28571428572,82486.66430869607,-2830.6376623376595,2,125311.5047061821,5.121261713079055,0.721,0.738,0.637,119.976,0.00226,-4.77,0.0403
Leave Out All The Rest,Linkin Park,0,14,0.1498044751506449,-0.8615946241591104,-0.4293173462915347,515.3189960591103,31678.0,67721.95926412221,2507.9558441558443,16,92729.52132857959,0.21408054914999733,0.514,0.637,0.18,80.401,0.213,-6.418,0.0363
Leave a Light On,Tom Walker,1,2,-0.34505151622498403,-0.9999999886665843,-0.636268926263884,432.153353338524,17926.04761904762,10464.511125368948,764.5623376623378,2,15892.809603402413,0.5157323452743585,0.586,0.624,0.267,68.976,0.0153,-5.946,0.113
Leave the City,Twenty One Pilots,0,57,-0.046953209447951665,-0.9419100787258133,-0.5057899175425233,555.7031581857607,75573.66666666667,187670.3092704086,176.11038961039287,12,286016.88955025014,1.597755034888888,0.506,0.378,0.297,134.99,0.726,-11.641,0.0332
Leev Marie,Paveier,0,73,-0.10266379192127359,-0.9999999714651874,-0.2990607458606217,321.84871184603867,62241.26666666667,19951.91356392219,2838.2750000000005,9,24695.45073831145,1.0,0.56,0.937,0.859,147.985,0.00162,-3.294,0.0876
Left & Right,SEVENTEEN,0,28,-0.19477680457627547,-0.4674426494009044,-0.48681593985695515,448.3855124564852,16132.761904761905,13215.105743067421,-345.02857142857147,14,17543.82869102409,1.2453300248138957,0.726,0.829,0.95,149.994,0.146,-3.876,0.111
Legal,Khontkar,1,8,0.42604689333705414,-0.9999999350626931,0.015038292974703075,395.097834796248,45496.90476190476,6320.759334317221,-828.9311688311681,4,4378.879791396425,1.273903748892017,0.811,0.824,0.62,73.969,0.328,-5.628,0.152
Legendary,Welshly Arms,0,31,-0.04754823930865496,-0.9353439012888959,-0.5190577500875667,454.3590187835727,25296.04761904762,16884.720848761153,1252.218181818182,15,22787.08727300398,0.4480476928052289,0.537,0.656,0.45,141.873,0.0458,-5.863,0.0411
Lemon,Kenshi Yonezu,1,4,0.40447922582077944,-0.9740470122786243,-0.2690883620730377,359.84774180154494,6636.428571428572,2258.7482958367846,265.09610389610395,12,1756.716898080052,0.5735433070866142,0.525,0.646,0.373,86.957,0.304,-4.963,0.0268
